,Joke,category
3982,Q: Why are hairdressers always on time? A: Because they know all the short cuts!,Puns
5423,Question: What did the frog order at McDonald's? Answer: An order of french flies and a diet croak!!,Puns
5258,Why was everyone at the fancy King Crab Night Diner arrested? They were breaking the claw! So punny!,Puns
1775,"If a rabbit were racing cabbage, who would win? The cabbage, because it's a head.",Puns
5482,What do scientists use to freshen their breath? Experi-mints,Puns
6812,"Q: What did one chart say to the other? A: ""My! You're awfully graphic!""",Puns
7077,"My geometry tutor told me, ""A six-sided polygon is called a hexagon, a five-sided one is called a pentagon."" ""What about two sided ones?"" I asked. ""They don't exist,"" was his response. ""I beg to differ! I think we should just let bi-gons be bi-gons.""",Puns
1721,What's black and white and played all over? Black and White (the computer game),Puns
5963,"Show me a piano falling down a mine shaft, and I'll show you A-flat minor.",Puns
5757,A boy go to a girls house and notice her home is very messy and full of paper and clay pot and clothing all over. The boy tell her he bring some pot to her and she answer there is clay pot all over home.,Puns
4046,"Why are there no phone books in China? Because there are so many Wing's and Wong's, they are afraid you will Wing the Wong number.",Puns
8344,Did you hear about the eyeglasses maker who moved his shop to an island off Alaska and is now known as an optical Aleutian?,Puns
2943,Q: Why didn't Cain please God? A: Because he just wasn't Able.,Puns
8860,"Started a great book the other day - I couldn't put it down. It's called ""The History of Glue""!",Puns
8192,"When a girl needs advice, why can't her brother help her? Because he can't be a brother and assist her too. (And a sister too!)",Puns
5897,"Bloke stayed up all night, wondering where the sun had gone; then it dawned on him.",Puns
536,"""Are you sure you don't want some Novocain?"" asked the dentist. ""I'm sure,"" replied the maharishi. ""I wish to transcend dental medication.""",Puns
8996,"Going home on the bus one evening a man was whiling away the time by doing a crossword. Three more men got on the bus at the next stop, and as they passed, one said, ""If it's any help to you, 7 Up is lemonade.""",Puns
7897,Why did the big knot give the little knot a time-out? It was being knotty!,Puns
3466,Some common phrases that bees should know: Are you are hipbee? How comb? Hive already finished.,Puns
8515,My grandfather invented the rear-view mirror. Made millions - hasn't looked back since!,Puns
2116,"A hungry lion was roaming through the jungle looking for something to eat. He came across two men. One was sitting under a tree reading a book; the other was typing away on his typewriter. The lion quickly pounced on the man reading the book and devoured him. Even the king of the jungle knows that readers digest, and writers cramp.",Puns
6505,Do bakers with a sense of humor bake wry bread?,Puns
9446,A foot. (leg-end),Puns
5021,Did you hear about the cannibal who was expelled from school? He was caught buttering up his teacher,Puns
9335,I tried for years to snap my thumb and finger together - and suddenly it clicked!,Puns
2678,"I went to the butchers the other day and I bet him 50 bucks that he couldn't reach the meat off the top shelf. ""No,"" he said, ""the steaks are too high.""",Puns
567,Did you see that movie about the pirate? It's rated Arrr!,Puns
7344,What do you get when the post office burns down? A case of black mail.,Puns
8964,"I've been out of work for a while, so when I found a job sorting salt and pepper, I was most pleased. The only drawback is that it's seasonal work.",Puns
7639,What's the difference between the Library of Congress and the House of Representatives? In the Library of Congress you're not allowed to lick the pages!,Puns
2182,"So there's this Wizard who worked in a factory. Everything was satisfactory except that certain miscreants, taking advantage of his good nature, would steal his parking spot. This continued until he put up the following sign: ""This parking space belongs to the Wizard. ... Violators will be toad.""",Puns
9854,If Bob the Butcher is 5'11'' what does he weigh? -Meat,Puns
5322,Why does Tigger smell so bad? Cause he's always hanging out with Pooh.,Puns
41,"A polar bear walked into a bar and said ""Can I please have a gin and............................................tonic?"" The bartender replied ""Sure, but why the large pause?"" ""I don't know, I've always had them!""",Puns
8773,There were some kids playing hopscotch and they were allowed to skip so when the winner was on 8 it went straight to 10,Puns
1791,"Mahatma Gandhi, as you know, walked barefoot most of the time, which produced an impressive set of calluses on his feet. He also ate very little, which made him rather frail and with his odd diet, he suffered from bad breath. This made him ....what? A super calloused fragile mystic hexed by halitosis.",Puns
6496,"I wanted to learn how to make ice cream, so I started attending sundae school.",Puns
6106,"Girl 1: ""This morning my dad gave me soap-flakes instead of corn flakes for breakfast!"" Girl 2: ""I bet you were angry with him!"" Girl 1: ""Angry?! I was foaming at the mouth!""",Puns
3584,"Two peanuts walk into a bar, and one was a salted.",Puns
7453,How does the barber cut the moon's hair? E-clipse it,Puns
6594,"Two blond labourers looking for work arrive at a railway station, and ask for one-way tickets. The ticket-seller looks through his schedule, but can't find the place the blonds are seeking. ""But you must be able to find it,"" says one. ""We read in the papers that there are thousands of jobs in Jeopardy!""",Puns
8081,With what kind of bread do elves make their sandwiches? Shortbread!,Puns
3595,"This is a list of the worst names to have Dick Hurtz Hary Paratesticles Mike Hunt Mike Rotch Anitta Manwhore Anitta Johnson Fuk Yao Ike Anblow Peter Pecker I.C. Weiner I.P. Freely Seimore Butts Bo Oobless Dick Less Issac Less Tits McGee (ok, that was off Anchorman) Ima Hornibusterd Ima Uglibech Ima Dick",Puns
6336,What was 50 Cent's daughter named? Penny!,Puns
6647,"Two bees in their hive on a lovely summer day, and one says to the other, ""'Swarm in here, isn't it?""",Puns
6906,Q: What do you get if you drop a piano on the seventh dwarf? A: A diminished seventh!,Puns
5512,The king had a powerful army. He reined for 7 years before clearing the clouds!!!,Puns
6500,Q: What did the older lightbulb say to the younger lightbulb? A: You're too young to go out tonight.,Puns
6156,"I went out to buy a new television, and wanted to buy a locally-made set. The salesman showed me a set I quite liked, and he assured me it was made locally, but I saw through that - clearly printed on the box was ""Built in Antenna.""",Puns
8233,"Helen Waite is our credit manager. If you want credit, go to Helen Waite.",Puns
3884,"A man walks into a bar with a slab of asphalt under his arm and says: ""A beer please, and one for the road.""",Puns
6705,"Whenever I have to go up in a building, I choose the elevator over the escalator because one time i was on an escalator and I tripped... So i was falling for an hour and a half.",Puns
9919,Have you heard about the sauna that serves food? Their specialty is steamed mussels.,Puns
7888,I was wondering why the frisbee kept getting larger. Then it hit me...,Puns
8673,Velcro - what a rip-off!,Puns
2465,"If you find you do not mind playing golf in the rain, the snow -- even during a hurricane! -- here is a valuable tip: Your life is in trouble.",Sports
1182,Why was Cinderella kicked off the basketball team? She kept running away from the ball!!,Sports
2467,"Golf is a hard game to figure. One day you'll go out and slice it and shank it, hit it onto all the traps and miss every green. The next day you go out, and for no reason at all, you really stink.",Sports
3936,Why did the coach go to the bank? To get his quarter back!,Sports
4494,If you ask a Bears fan what his or her two favorite teams are they would be: - The Bears - And whoever the Green Bay Packers are playing.,Sports
809,"Why is boxing a sport? If I beat someone up in an alley and someone sees it, I get arrested. If I beat someone up in an arena where thousands see it happen, I get cheered. I've done both. I like the alley better though.",Sports
4694,"Q: Did you hear the joke about the jump rope? A: No, I skipped it!",Sports
4241,"As is known, there is a large leper colony in Hawaii. To help ease the pain the patients have while there, a hockey rink was built to provide them entertainment. Only problem was that only one game ever got played on the rink. Within two minutes of game time, there was a face off in the corner.",Sports
449,What do you call a Canadian fire? A Calgary Flame.,Sports
4618,What do you call 2 nuns and 3 prostitutes on a football field? 2 Tight Ends and 3 Wide Receivers,Sports
4015,"Lisa was playing bowling with her friend Marie. Lisa got a strike, then one more strike. Then, she got another strike. She had just gotten 3 strikes in a row! ""I just got 3 strikes in a row!"" said Lisa. Marie said, ""You're out, you just got 3 strikes in a row!""",Sports
4354,"I was eating a fruit rollup once, you know, with the paper on the bottom...well the instructions were ""Do not eat paper."" Noooo! I thought the paper was part of the snack!!",Sports
4594,Why were the police at the baseball game? Because someone stole second base!,Sports
9440,"Fred got home from his Sunday round of golf later than normal and very tired. ""Bad day at the course?"" his wife asked. ""Everything was going fine,"" he said. ""Then Harry had a heart attack and died on the 10th tee."" ""Oh, that's awful!"" ""You're not kidding. For the whole back nine it was hit the ball, drag Harry, hit the ball, drag Harry...""",Sports
3685,"A man said to his golfing friend, ""I hit two of my best balls yesterday!"" ""Oh yeah?"" ""Yeah, I stepped on a rake in the bunker.""",Sports
1064,"He was a smooth operator, and at the club's annual dance he attached himself to the prettiest lady golfer in the room and was boasting to her. ""You know, they're all afraid to play me. What do you think my handicap is?"" ""Well, where do you want me to start ?"" came the quick response.",Sports
6711,All you see in the sports media nowadays is the fact that athletes are taking steriods and other performance enhanceing drugs to become stronger and faster. So instead of going out and buying a new car I put some steriods in the gas tank.... I wonder if I will get the same result?,Sports
2469,"Golf is like marriage: If you take yourself too seriously, it won't work -- and both are expensive.",Sports
9941,Basketball hoops are like misdemeanor. The more I miss it da meanor I get.,Sports
5293,"Q: Why isn't there a pro football team in Flint, Michigan? A: Because then Detroit would want one too!",Sports
2659,"This guy and a girl were in a golf cart and the guy drops his tees out of his pocket and the lady asks what is he doing? So, the guy says: I put my balls on them and I drive them.",Sports
1069,"""Your late teeing off, Fred."" ""Yup, well being Sunday I had to toss a coin to see if I should go to church, or to play golf"" ""But why are you so late?"" ""I had to toss for it fifteen times!""",Sports
380,"The bartender at our golf club named a drink Lilac Crazy in honour of one of the members. Every time the member came to the 19th hole, that's exactly what he did.",Sports
7971,What does NASCAR stand for? Non Athletic Sport Created Around Rednecks,Sports
5491,"Egotistical Harry was always reminding people that he played semi-pro baseball. ""I was the James Bond type of player,"" he told his friends. ""I had all sorts of tricks to confuse the opposition."" ""Batted .007,"" his wife added.",Sports
2470,"In golf, some people tend to get confused with all the numbers. They shoot a six, yell fore, and write five.",Sports
1696,"A father watched his young son practice baseball in the backyard by throwing the ball up and swinging at it. Time and time again the bat missed contact. The boy noticed his father watching, and said, ""Wow, Dad! Aren't I a great pitcher?""",Sports
2464,Golf can best be defined as an endless series of tragedies obscured by the occasional miracle.,Sports
2298,"A rookie pitcher was struggling at the mound, so the catcher walked up to have a talk with him. ""I've figured out your problem,"" he told the young southpaw. ""You always lose control at the same point in every game."" ""When is that?"" ""Right after the National Anthem.""",Sports
7660,How many football players does it take to change a lightbulb? The whole team - and they each get a semester scholarship for it.,Sports
1688,"""He's great on the court,"" a sportswriter spoke of a college basketball player in a interview with his coach. ""But how's his academics?"" ""Why, he makes straight A's,"" replied the coach. ""Wonderful!"" said the sportswriter. ""Yes,"" agreed the coach, ""but his B's are a just little crooked.""",Sports
8783,Soccer Coach: Why didn't you stop the ball? New Goalie: I thought that was what the net was for!,Sports
12,"What's the difference between a bad golfer and a bad skydiver? A bad golfer goes whack, dang. A bad skydiver goes dang, whack.",Sports
9264,"Ben never saw action on his high school football team. One day, the assistant coach gave him a pep talk. ""Remember, Ben,"" he told him, ""everyone on this team has an important role. There is no 'I' in 'team'."" ""True,"" said the boy. ""But there is a 'Ben' in 'bench'.""",Sports
7192,"Virgin Mobile wanted to sponsor the national team. SAFA (South African Footballing Association) refused to let it happen. They said, ""How will it look if the team has Virgin written on their shirts when they get f****d up every other weekend?""",Sports
3769,"Recently a family court judge was interviewing a 15 yr. old boy, asking him which parent he wanted to live with, his mother or father? The kid said he didn't want to live with either one -- that both of them beat him all the time. The kid said he wanted to live with the Dallas Cowboys -- they never beat anybody!",Sports
3643,Why is a football pitch so cold? Because of all the fans,Sports
3696,"ok, If the Jacksonville Jaguars are known as the Jags, and the Tampa Bay Buccaneers known as Bucs, what does that make the Tennessee Titans?",Sports
1697,Bumper sticker: BE KIND TO ANIMALS. HUG A HOCKEY PLAYER.,Sports
6257,"The Americans and the Russians had a car race, in which the car from America won. However, the report in the newspapers of Russia, read as follows â ""In a recent motor race, the Russian car finished in second place, while the American car finished next to last."" (There were only two cars involved!)",Sports
2466,"An interesting thing about golf is that no matter how badly you play, it is always possible to get worse.",Sports
3878,"What does the ""O"" and the ""N"" stand for in 'CLEMSON'? The ""O"" is for honor, and the ""N"" for knowledge.",Sports
7151,"I joined a health club last year, spent about $400, and haven't lost a pound. Apparently, you have to show up.",Sports
4003,"1. The Yankees General Manager's name is Brian Cashman. 2. Barry Bonds' initals are BB, the abreviation for a walk is also BB.",Sports
666,What's the definition of Endless Love? Stevie Wonder playing Ray Charles at Tennis! Endless Love!,Sports
9999,What is a 4 letter sport that starts with a T? Golf. (Golf starts with a tee!),Sports
7145,"A fisherman returned to shore with a giant marlin that was bigger and heavier than he. On the way to the cleaning shed, he met a second fisherman who had a stringer with a dozen baby minnows. The second fisherman looked at the marlin, turned to the first fisherman and said, ""Only caught one, eh?""",Sports
5530,"""I bet that India would win against Pakistan and lost Rs 1,000."" Tommy told Rob. ""Hey, you bet Rs 1,000 for a single match?"" Rob exclaimed. ""No Man, I bet Rs 500 on that match."" Tommy replied. ""So, what happened to the other Rs 500?"" Rob asked. ""My Friend, I bet on the highlights too."" Tommy replied.",Sports
3013,What is the name of the baseball player who sits under a tree? Babe Root!,Sports
2468,"I play in the low 80's. If it is hotter than that, I won't play.",Sports
5210,"It's pretty bad if you start typing ""lol"" as if it were a sentence (Lol.) Its worse if you start saying, ""laugh out loud"" in everday conversations. It's absolutely horrible if you actually say, ""l-o-l.""",Tech
9775,I used facebook for a few days and got addicted to it. I've been studying since I was 6. Why the hell am I not addicted to it?,Tech
322,How do you know if a dummy has been sending e-mail? You see a bunch of envelopes stuffed into the disk drive.,Tech
4849,What is a robot's favorite food? Nuts and bolts!,Tech
9315,A special kind of firework with very bright colors and little smoke was accidentally discovered when a man tried to make the atomic bomb safer. That defeats the original purpose.,Tech
7007,"""Everything that can be invented has been invented."" - Charles H. Duell, Commissioner, U.S. Office of Patents, 1899.",Tech
5556,What is the similarity between Einstein and Newton? Neither of them ever had a mobile phone!,Tech
9669,And the beast shall come forth surrounded by a roiling cloud of vengeance. The house of the unbelievers shall be razed and they shall be scorched to the earth. Their tags shall blink until the end of days.,Tech
7004,"Fire investigators on Maui have determined the cause of a blaze that destroyed a $127,000 home last month - a short in the homeowner's newly installed fire prevention alarm system. ""This is even worse than last year,"" said the distraught homeowner, ""when someone broke in and stole my new security system...""",Tech
8115,"We regret to inform you, but by opening this email, you have just received the 'Idiot Computer Virus'. Since our staff does not have any programming experience, this virus works on the honor system. Please delete all files from your hard drive immediately, then manually forward this virus to everyone on your mailing list. Thank You",Tech
9010,"As part of a class project, the teacher had every student create a model rocket. When she was teaching them about how the rockets lift into the air, some kids seemed to be confused. She scolded them yelling, ""It's not that hard! It's not rocket science!""",Tech
9676,How did the person take over the remote? He asked for remote CONTROLS!,Tech
8700,The best way to accelerate Windows is through one.,Tech
4853,Q. What do you get when you cross a mosquito with a computer? A. A lot of Bytes!!!,Tech
9881,"Teacher: Johnny, where is your homework? Johnny: Its on Facebook. I've uploaded a copy and tagged you. Please login and verify it later.",Tech
9194,What's purple and commutes? An Abelian grape.,Tech
1538,"I half a spelling checker, It came with my pea sea; It plainly marks four my revue, Mistakes I kin not sea. I've run this poem threw it, I'm sure your please two no, Its letter perfect in it's weigh, My checker tolled me sew.",Tech
5812,"Roses are red, violets are blue, If I can use technology, why can't you? The sky is blue, the grass is green, why is your brain as small as a lima bean? Your humorous, funny, have OCD, How come you can't use technology without me? I love you, I love you, I really do, but roses are red and violets are blue.",Tech
9677,"Have you ever had those days when your computer fucking sucks? Now you have a poem to say! I'm gonna get some Coke and a snack, This should be FUCKING WORKING by the time I get back.",Tech
165,How is a computer like an air conditioner? When you open Windows it won't work!,Tech
9987,Why did the computer get sick? He left his windows open,Tech
9193,Why do mathematicians like national parks? Because of the natural logs.,Tech
6902,"This was set up by Google. Enjoy! Please do the following: 1. Open Google. 2. Type ""failure"". 3. Click: I'm Feeling Lucky. 4. Enjoy!",Tech
6901,"This was set up by Google as a joke. Enjoy! Please do the following: 1. Open Google. 2. Type, ""french military victories"". 3. Click: I'm Feeling Lucky. 4. Enjoy!",Tech
1943,"How do you know, your computer hates you? When it grows and pop ups.",Tech
9992,"Long ago I gave my kid an iPod. Last year he talked me into buying him an iPhone. This year he said he needed an iPad. I asked what the i- means and he said that's the way Apple name their products. Now he's asking for an i7 laptop. My goodness, Apple have made so many things they've now run out of names!",Tech
9891,"I think my smartphone is broken. I keep pressing the Home button, but I'm still working.",Tech
1945,How do you know that you're a computer geek? You catch a computer virus and take a virus scanning pill every week.,Tech
1879,"My computer is like Britney Spears; cheap, white, and plastic.",Tech
9079,"I want to kick the guy who invented the snooze button...then five minutes later, I'll kick him again. Thanks Andrew!",Tech
1539,"Eager to make full use of my new computer's capabilities, I asked a customer-service representative at my bank whether it offered on-line banking. ""Certainly,"" she stated matter-of-factly, pointing to a crowd of people near the tellers. ""The line starts over there.""",Tech
9815,"A Windows customer said when he closes his windows, they disappear.",Tech
9670,"And the beast shall be made legion. Its numbers shall be increased a thousand thousand fold. The din of a million keyboards like unto a great storm shall cover the earth, and the followers of Mammon shall tremble.",Tech
6349,"I'm only here in spirit at the moment, but if you'll leave your name and number, I will get back to you as soon as I'm here in person.",Tech
8475,"Q: Why do Hondas and Hyundais have standard rear-window defoggers? A: So your hands don't get cold when you're pushing them. Q: What is the difference between a Porsche and a Porcupine? A: With a Porsche, the pricks are on the inside.",Tech
9671,"And so at last the beast fell and the unbelievers rejoiced. But all was not lost, for from the ash rose a great bird. The bird gazed down upon the unbelievers and cast fire and thunder upon them. For the beast had been reborn with its strength renewed, and the followers of Mammon cowered in horror.",Tech
7772,From Harper's Magazine: Amount of pizza eaten each day in U.S. (acres): 75.,Tech
9993,"Boy: Will you marry me? Girl: Are you kidding? You're a geek while I need a man with a big bank account and a nice house! Boy: I have 1000 GBs in the cloud. Girl: Come on, that won't even buy us a cabin in Texas! Boy: You don't know sh*t, my EC2 account can buy a farm in New York if you wish!",Tech
9675,How dod the person take over the remote?,Tech
9944,"Register lots of accounts, with each account voting for it as least comedy. If its average comedy drops below 0.5, it will be automatically deleted.",Tech
9810,"WIKIPEDIA: I know everything. GOOGLE: I have everything. FACEBOOK: I know everybody. INTERNET : You're all nothing without me. ELECTRICITY: Keep talking, bitches!",Tech
8806,How many diagonals does an N-polygon have? N(N-3)/2.,Tech
9217,"Both are attractive cost about $400 for 2 or 12 hours of fun. But right when you're satisfied you get addicted to them, And keep wasting money replacing em.",Tech
824,"Darn those pushy metric system advocates! Give them 2.54 cm., and they'll take 1.6093 km!",Tech
219,Yo mama so fat when she sat on a rainbow skittles came out!,Yo Mama
1109,"Yo mamma so fat when she sat on a jelly bean it got lost between her butt and her backbone, and we have been looking for it still for 31 years.",Yo Mama
211,Yo mamma so fat when she wears high heels 2 hours later they're flip flops.,Yo Mama
3577,"Yo Mama's so ugly, when she walks down the street in September, people say, ""Damn! Is it Halloween already?""",Yo Momma
4606,"Yo momma is so fat, if she buys a fur coat, a species will be extinct.",Yo Momma
1168,Yo mama so fat she's got a real horse on her polo shirt.,Yo Momma
4607,"Yo Mama is so stupid, she bought a video tape on how to fix your VCR!",Yo Momma
1931,Yo momma is so fat her belt size is the equator.,Yo Momma
5895,"Yo momma is so stupid, she jumped out the window and fell up.",Yo Momma
1486,"Your mother's so fat, when she goes to a restaurant she looks at the menu and says, ""OK""!",Yo Momma
834,"Yo mama is so fat and lazy, that her hair-do has been turned into a National Forest.",Yo Momma
74,"Your momma's so ugly, she's not bald, it's her hair running away from her face!",Yo Momma
235,Yo Mama is so fat that the local restaurant says :Maximum occupancy 115 people or yo mama.,Yo Momma
815,"Yo mama's so fat that when she went bungee jumping, she took down the whole bridge with her.",Yo Momma
3620,"Yo Momma so small, she held up a sign that said ""Don't spit, I can't swim.""",Yo Momma
6821,"Yo mamma smells so bad, when she went into the enchanted forest, all the skunks commited suicide!",Yo Momma
2923,"Yo momma's so tall, she did a cartwheel and hit Jesus.",Yo Momma
218,Your momma so ugly when she walked through the graveyard 2 men came after her with shovels.,Yo Momma
332,Yo mama stinks so bad that when she puts on her 'Secret' deodorant it tells! ha ha :),Yo Momma
4604,"Yo momma is so stupid, I told her Christmas was right around the corner - so she went looking for it.",Yo Momma
569,Your mama so fat that she has to wear traintracks for a belt!,Yo Momma
5747,Yo momma so stupid she brought the jigsaw puzzle back to the store because she thought it was broken!,Yo Momma
5892,"Yo momma's breath smells so bad, her teeth packed up and left.",Yo Momma
3059,"Yo mama so fat people jog around her instead of the block, for a LONGER run!",Yo Momma
258,"Yo mama is so poor that when I walked in the front door, I tripped over the back gate.",Yo Momma
3591,"Yo Momma so stupid, she got stabbed in a shoot-out.",Yo Momma
5536,"Yo momma is so stupid, she's stupid.",Yo Momma
7333,"Yo momma's so fat that when I take a picture of her and hang it on the wall, it still falls down!",Yo Momma
4116,"Yo Mommas like a really popular website;over 10,000 hits a day",Yo Momma
1929,Yo momma is so fat when she sits down in class she sits by everyone.,Yo Momma
1434,Yo mama is so dumb she brought toilet paper to a craps game.,Yo Momma
2922,Yo Mama so fat that she bent over and got arrested for selling crack.,Yo Momma
5300,Yo Momma is so fat she uses a rocket ship as a dildo.,Yo Momma
5847,Yo momma's so fat she should get cingular on her stomach so she can get rollover minutes.,Yo Momma
679,"Yo mama's so fat when she steps on a scale, it reads ""one at a time, please""!",Yo Momma
5906,"Yo momma is so poor, she has never seen 50 cent--and ! ain't talkin about the rapper!",Yo Momma
5919,"Yo momma is so hunchbacked, she has to wear safety goggles when she pees.",Yo Momma
7986,Yo Mama is so poor she eats cereal with a fork to save milk.,Yo Momma
9181,- I want to give you something. - That's what your mom said to me last night.,Yo Momma
3169,Yo Momma stinks so bad she has to use Right Guard and Left Guard!,Yo Momma
7605,"Yo Momma's so old, she babysat Yoda!!",Yo Momma
3098,"Yo mamma is so fat, she sat down in Wal-mart and lowered the prices.",Yo Momma
4608,"Yo mama so poor, she has to chase down the garbage truck with a shopping list!",Yo Momma
9291,"yo momma is so ugly when she passed a horror movie filming the camera man said ""Hey! No breaks, get back on set.""",Yo Momma
6226,"Yo momma's so stupid, when they said ""Drinks are on the house!"" She went and got a ladder.",Yo Momma
302,"Yo Mama is so fat, she went to buy a water bed and they put a blanket over the Altantic Ocean.",Yo Momma
9092,"Yo momma so ugly they renamed ""Halloween"" ""Yo-momma-ween"".",Yo Momma
833,"Yo mama is so fat, your family photos have to be shot from a plane.",Yo Momma
4943,Yo mamma is so nasty that she can help stop air pollution by not breathing.,Yo Momma
6277,"Yo momma so lazy, she thinks a two-income family is where yo daddy has two jobs. Yo momma so lazy, she's got a remote control just to operate her remote! Yo momma so lazy, she came in last place in a recent snail marathon.",Yo Momma
9751,Yo momma's so ugly the bank had to turn its security cameras off when she came in.,Yo Momma
212,Your Mom is so fat she rolled over a SuperNintendo and made 4 Game Boys.,Yo Momma
904,"Yo mama's so fat, she fell in love and broke it.",Yo Momma
3240,Yo momma so dumb that when we told her it was a serial killer on the loose she went and locked all the boxes of cereal up in the cabinet.,Yo Momma
251,"Yo mama is so stupid, she climbed over a glass wall to see the other side.",Yo Momma
4202,"Yo momma is so fat, when she was laying on the beach, everyone was screaming, saying ""Look it's Free Willy!!!!''",Yo Momma
5590,"Yo mamma's so fat, when she went to the zoo elephants called her mom.",Yo Momma
5693,"Yo momma is so poor, that when I went to her house, a roach tripped me and a rat took my wallet.",Yo Momma
2970,"Yo momma's so fat, she has more rolls than the bakery shop!",Yo Momma
8043,"Yo momma so fat, she ate 100 cakes yesterday and got thinner.",Yo Momma
6028,"Yo Momma is so fat, that she goes to the zoo to see the elephants and they feed her!",Yo Momma
4542,"(This is from my friend, Mitchell. It was very funny at first when we first heard him say it at lunch, and I figured I would share it.) Yo Momma's so fat, she ate a grenade and the explosion didn't even make it out!",Yo Momma
4274,"Yo mama's so fat, her nickname is ""Damn."" Yo mama's so big, when she stands up the sun goes out. Yo mama's so dirty, the US Government uses her bath water for chemical weapons Yo mama' so hairy, when she goes to the circus the bearded lady protests against non-union workers. Yo mama's so hairy, she shaves with a weedwacker.",Yo Momma
737,"Yo mama so dumb, she tried to spell out the alphabet with M&M's.",Yo Momma
2968,"Yo momma's so fat when she stepped on the scale she said, ""Wow, that's my phone number!""",Yo Momma
3944,yo mamma so fat that her nickname is you gonna eat that,Yo Momma
1830,"Yo momma so fat, she puts on her lipstick with a paint-roller!",Yo Momma
190,"Yo mama is so dumb, she had you.",Yo Momma
5920,"Yo momma is so fat, she wore an X-Files T-shirt and a helicopter landed on her.",Yo Momma
3900,"Yo Momma is so stupid when she read on her job application to not write below the dotted line she put ""Okay!""",Yo Momma
253,Yo mama is so stupid she couldn't even pass a blood test.,Yo Momma
9760,"Your mother used to go fishing in the Pacific ocean, but now she goes fission there.",Yo Momma
2958,"Your mama's so old, she farted and dust came out.",Yo Momma
9391,"Jimmy To Billy : You ain't half the man yo momma was. But hey, you ARE half the girl yo papa was.",Yo Momma
785,Yo Momma is so dumb she had to call 411 to get the number for 911.,Yo Momma
759,"Yo mama's like Humpty Dumpty.... first she gets humped, then she gets dumped!",Yo Momma
7558,"Yo momma so fat that when someone asked her for her weight, he replied with, ""I asked for your weight, not your phone number.""",Yo Momma
5944,Your Mom's so old that she was alive when the Raiders had both eyes.,Yo Momma
6438,"Yo momma is so big, that when she farts, she destroys the ozone layer above her!",Yo Momma
2843,"Yo momma's so fat that a car hit her and she turned around and said ""Hey! Who threw that rock!""",Yo Momma
6930,"You momma so stupid, when I asked her,""Why she was yelling into an envelope.""She said ""She was trying to send voice mail.""",Yo Momma
6148,"Yo Momma so poor her front door and back door are in the same room. Yo Momma so poor she kicked a can across the street and a man asked ""what are you doing?"" and she said ""I'm moving.""",Yo Momma
6440,"Yo Momma so fat, when she went into a sumo wrestling match, they said, ""Sorry, no professionals allowed.""",Yo Momma
8792,"Yo Momma so fat when she peed in China, she made the Yellow River!",Yo Momma
9975,"yo momma is so fat, she put on a disney shirt and mickey mouse got diabetes. yo momma is so ugly, she makes blind people cry. yo momma is so fat, she has to hire people to look at her toes. yo momma is so fat, when God said let there be light, he had to ask her to move out of the way. yo momma is so stupid, she failed a blood test.",Yo Momma
3573,yo mammas breath so nasty that when she burps her teeth have to duck,Yo Momma
1594,"Yo moma's like a fine restaurant, she only takes deliveries in the rear.",Yo Momma
7332,Yo momma so ugly when i punch her she looks better than before.,Yo Momma
6136,"Yo momma is so stupid, she thought innuendo was an Italian suppository.",Yo Momma
148,"Your momma is so poor I saw her kicking a cardboard box down the street and when I asked her what she was doing she said ""Moving!""",Yo Momma
3095,"Yo mamma is such a redneck, when I look at her family tree, it goes straight up.",Yo Momma
5902,"Yo momma is so stupid, she thought Fruit Punch was a gay boxer",Yo Momma
4997,"Yo momma's credit is so bad,,, The bank wants the their calendar back",Yo Momma
3830,Your momma's butt is so big when she sits down she's three feet taller.,Yo Momma
3592,"Yo Momma so poor, she wore her McDonalds uniform to church.",Yo Momma
4026,"Yo momma is so dumb, she tried to fix breaking news!",Yo Momma
4111,"Yo moma so fat, when she sat down, she sat next to Everyone!",Yo Momma
7845,"Yo momma is so fat and so pale white, when they landed on her they said ""This is one small step for man, and one fat leap for mankind!""",Yo Momma
4595,"Yo momma is so fat and dumb, she used Antarctica as a popsicle!",Yo Momma
7190,"Yo momma's so dumb, she tells you Yo Momma jokes!",Yo Momma
2815,"Yo momma is like a Nascar race car, she burns rubber everynight!",Yo Momma
6430,"Yo mamma is so stupid, that when the power went out, she said, ""Don't worry, we'll just watch a tape.""",Yo Momma
3223,Your Mama's so fat when she went to a hotel she asked for a water bed and they just covered up the pool with a blanket and said no divers.,Yo Momma
238,"Your momma so fat that when she layed on the beach, four guys from greenpeace tried to throw her back in.",Yo Momma
5921,"Yo momma is so stupid, she got fired from an M&M factory for throwing away all the W's.",Yo Momma
5918,"Yo momma is so stupid, she thinks N*SYNC is where the dirty dishes are put.",Yo Momma
7362,"Yo Momma so poor she found a ciagarette on the ground and said, ""Honey, we got a fire tonight!""",Yo Momma
5952,"Yo mama is so fat, when God said let there be light, he asked your mom to move over.",Yo Momma
256,"Yo Mama is so poor, I walked in and dropped a cigarette butt on the floor, and she said, ""Clap your hands and stomp your feet, praise the Lord, we got heat"".",Yo Momma
6102,Sticks and stones won't break my bones but yo momma will when she gets on top!,Yo Momma
6002,"Yo momma so fat, they took her x-ray and a picture of a McDonald's showed up on the screen.",Yo Momma
1448,"Yo mama's so dumb, she drowned during the wave at the football stadium.",Yo Momma
3247,yo momma so fat she has her own area code.,Yo Momma
